user_id,age,gender,weight,height,water,steps,exercise,sleep,fitness_level,goal,true_level,gender_encoded,goal_encoded
768,20,female,70.6,158,2.58,27431,47,7.5,3,consistency,3,0,0
769,16,female,75.9,156,3.32,5228,37,8.0,1,consistency,1,0,0
770,16,male,68.8,183,1.98,21598,63,6.1,4,habits,3,1,1
771,68,female,71.4,172,1.46,3612,27,6.5,1,consistency,1,0,0
772,37,female,72.6,151,1.99,15758,85,8.0,4,habits,3,0,1
773,79,female,60.0,188,2.71,8335,61,8.0,2,habits,2,0,1
774,79,female,64.0,195,2.71,22066,72,8.9,3,consistency,3,0,0
775,39,female,66.7,142,2.09,11021,62,6.6,2,habits,2,0,1
776,44,male,73.4,182,2.16,15764,66,6.7,5,habits,3,1,1
777,62,female,69.5,188,2.06,3248,30,8.8,1,consistency,1,0,0
778,73,female,87.6,194,0.9,3637,61,6.3,1,habits,1,0,1
779,63,female,82.7,165,2.3,14029,51,7.7,2,performance,2,0,2
780,31,female,67.1,174,2.61,4904,17,9.3,1,consistency,1,0,0
781,33,female,90.7,147,1.12,6587,43,7.9,1,performance,1,0,2
782,17,male,98.1,191,1.73,29854,89,8.3,5,habits,3,1,1
783,94,female,40.0,175,3.91,19029,87,8.8,5,consistency,3,0,0
784,54,male,84.0,192,1.77,13657,35,7.7,2,habits,2,1,1
785,73,male,59.6,193,3.6,26885,108,8.3,5,performance,3,1,2
786,34,female,82.0,146,2.29,26377,37,7.0,3,habits,3,0,1
787,33,female,88.6,185,2.09,12006,51,8.4,2,habits,2,0,1
788,82,male,56.8,185,2.71,21445,86,7.7,3,performance,3,1,2
789,13,male,42.2,175,1.78,22443,68,5.8,3,habits,3,1,1
790,17,female,82.5,155,2.89,16317,92,7.7,5,habits,3,0,1
791,24,male,72.0,163,1.93,9082,34,5.0,2,habits,1,1,1
792,58,male,45.0,193,1.48,22527,65,8.0,3,consistency,3,1,0
793,46,male,107.9,140,2.24,6504,39,6.9,1,habits,1,1,1
794,61,male,79.4,188,1.82,5517,23,9.0,1,habits,1,1,1
795,90,male,80.1,164,1.89,5397,52,7.6,1,habits,1,1,1
796,57,male,90.5,149,1.95,29758,67,8.4,5,consistency,3,1,0
797,39,male,61.3,193,3.71,27179,59,6.4,4,consistency,3,1,0
798,85,female,72.0,155,3.21,28137,76,8.1,4,habits,3,0,1
799,38,female,50.2,155,3.07,19145,57,6.7,3,habits,2,0,1
800,59,female,60.9,197,1.99,14573,52,8.3,2,habits,2,0,1
801,98,male,75.8,147,0.79,3309,36,6.0,1,habits,1,1,1
802,68,male,45.0,168,3.57,11022,71,7.3,2,habits,2,1,1
803,75,female,60.5,178,2.16,10584,36,6.0,2,habits,1,0,1
804,60,male,56.1,167,2.08,29997,63,7.5,4,consistency,3,1,0
805,73,female,72.1,145,2.69,17612,67,9.3,3,performance,2,0,2
806,93,female,78.6,155,2.82,7865,25,7.8,1,habits,1,0,1
807,38,female,81.1,159,1.98,3015,24,7.1,1,consistency,1,0,0
808,48,male,85.0,155,2.9,3605,42,4.6,1,consistency,1,1,0
809,13,male,90.6,146,2.96,9368,63,6.7,2,consistency,2,1,0
810,20,female,79.1,180,2.05,21954,94,8.0,5,performance,3,0,2
811,64,male,98.3,153,1.93,28974,61,6.8,3,habits,3,1,1
812,91,female,71.8,182,3.27,29028,59,8.8,4,habits,3,0,1
813,59,female,67.4,165,0.5,9517,54,7.3,2,consistency,1,0,0
814,68,other,79.1,165,2.1,13452,58,8.3,2,habits,2,2,1
815,98,male,66.8,153,1.0,7120,43,7.3,1,habits,1,1,1
816,26,female,97.8,146,2.27,17928,88,7.1,4,habits,3,0,1
817,40,female,87.0,172,2.39,29248,54,6.9,4,habits,3,0,1
818,99,male,81.3,165,1.75,7666,29,6.1,1,consistency,1,1,0
819,90,male,72.0,196,2.01,22681,76,8.4,3,habits,3,1,1
820,14,female,63.9,184,1.43,10696,27,6.8,2,habits,1,0,1
821,38,male,80.5,159,4.0,25573,51,7.8,3,habits,3,1,1
822,26,male,53.1,142,4.11,19127,69,7.0,5,habits,3,1,1
823,71,male,93.0,191,1.59,19963,36,6.2,3,performance,2,1,2
824,68,female,67.3,143,3.51,26137,57,7.9,3,habits,3,0,1
825,19,female,74.6,165,1.72,7539,51,6.4,1,performance,1,0,2
826,15,female,56.4,150,2.09,6046,42,6.7,1,consistency,1,0,0
827,35,male,80.8,141,1.96,5415,51,5.9,1,consistency,1,1,0
828,30,male,63.2,153,1.54,5389,57,6.6,1,habits,1,1,1
829,50,female,79.7,183,3.09,28971,54,7.3,3,habits,3,0,1
830,27,female,81.4,169,2.49,23792,99,7.0,3,performance,3,0,2
831,76,male,60.3,188,1.67,4973,34,7.9,1,performance,1,1,2
832,40,female,53.1,151,1.69,24776,66,7.5,4,habits,3,0,1
833,86,other,93.0,165,1.37,3877,29,10.0,1,habits,1,2,1
834,51,female,67.1,183,1.05,8672,58,7.6,2,habits,1,0,1
835,69,female,73.4,172,2.21,10911,45,5.5,2,performance,2,0,2
836,29,female,77.3,152,1.36,14982,48,7.0,2,habits,2,0,1
837,98,male,51.2,153,2.01,8530,46,7.1,2,consistency,1,1,0
838,56,female,76.9,163,3.16,13409,46,6.6,2,consistency,2,0,0
839,37,other,71.5,173,3.04,11021,52,7.3,2,consistency,2,2,0
840,29,male,60.3,183,2.78,27807,73,6.9,5,consistency,3,1,0
841,25,female,52.7,165,1.94,5201,33,7.4,1,habits,1,0,1
842,96,female,79.1,160,3.32,6597,56,5.2,1,performance,1,0,2
843,37,female,86.9,167,2.36,4203,35,8.2,1,consistency,1,0,0
844,80,female,72.7,187,2.17,29119,65,5.7,3,consistency,3,0,0
845,22,female,48.5,175,1.0,6875,26,6.8,1,habits,1,0,1
846,79,female,54.1,179,2.88,19378,63,6.7,4,consistency,3,0,0
847,30,male,63.5,141,2.98,27648,41,7.6,3,habits,3,1,1
848,98,female,93.5,181,1.96,26921,87,7.1,3,habits,3,0,1
849,46,male,66.3,148,2.6,20154,80,7.6,3,consistency,3,1,0
850,20,male,63.0,162,1.75,7348,48,8.2,1,consistency,1,1,0
851,52,male,44.9,154,1.87,6131,72,7.9,1,consistency,1,1,0
852,95,female,60.1,152,0.5,10834,61,7.2,2,habits,1,0,1
853,54,male,51.5,162,2.24,28246,57,7.8,3,consistency,3,1,0
854,53,female,55.0,156,2.88,10479,55,9.2,2,habits,2,0,1
855,18,female,71.8,187,1.56,5336,60,7.9,1,consistency,1,0,0
856,64,female,64.0,199,2.84,16639,66,7.2,5,habits,3,0,1
857,38,male,95.5,141,1.47,3497,22,8.4,1,consistency,1,1,0
858,76,female,86.2,159,2.85,21385,76,7.8,4,performance,3,0,2
859,71,female,60.9,159,2.45,23222,61,6.4,4,habits,3,0,1
860,68,female,56.2,198,1.54,13638,16,7.0,2,habits,1,0,1
861,71,male,90.7,185,2.93,3857,21,5.6,1,consistency,1,1,0
862,82,male,94.9,142,2.65,3520,35,4.8,1,consistency,1,1,0
863,45,male,40.0,194,1.98,20480,60,6.4,3,consistency,2,1,0
864,65,male,71.4,151,2.75,23424,61,7.4,3,consistency,3,1,0
865,34,male,66.2,179,2.98,22777,100,7.5,4,habits,3,1,1
866,33,female,79.7,141,3.25,28345,76,6.1,5,habits,3,0,1
867,82,male,99.1,175,1.21,20362,64,4.9,3,habits,2,1,1
868,82,male,62.7,153,2.7,3015,15,8.6,1,habits,1,1,1
869,16,male,40.0,155,1.8,14825,49,7.3,2,consistency,2,1,0
870,87,male,78.7,158,2.35,17818,75,9.0,4,habits,3,1,1
871,74,male,90.8,173,4.05,12649,29,8.7,2,performance,2,1,2
872,74,male,65.4,183,2.21,5016,25,7.8,1,performance,1,1,2
873,36,male,59.4,185,2.13,23493,67,7.4,3,performance,3,1,2
874,67,female,63.4,145,0.66,13393,41,6.8,2,performance,1,0,2
875,21,other,82.8,152,3.77,26042,78,8.2,5,habits,3,2,1
876,15,male,63.2,175,1.46,17944,68,7.1,3,performance,2,1,2
877,43,male,74.9,161,1.3,4088,70,6.5,1,habits,1,1,1
878,52,female,70.4,157,2.57,21255,76,5.4,5,habits,3,0,1
879,48,male,68.9,151,3.19,14867,76,7.1,2,consistency,2,1,0
880,36,male,80.5,191,2.74,11727,20,8.3,2,habits,2,1,1
881,18,female,62.8,198,2.09,10404,52,8.5,2,performance,2,0,2
882,78,male,63.5,193,2.22,4289,34,7.2,1,consistency,1,1,0
883,96,female,82.0,169,1.78,11546,42,6.3,2,consistency,2,0,0
884,87,female,55.2,192,2.1,7044,49,8.0,1,habits,1,0,1
885,16,male,56.8,190,2.25,13625,46,7.2,2,consistency,2,1,0
886,91,male,51.1,179,2.88,10303,19,6.8,2,habits,1,1,1
887,18,female,82.7,146,3.28,29241,46,5.9,4,performance,3,0,2
888,63,male,68.4,171,2.95,27090,80,9.5,4,habits,3,1,1
889,74,male,50.3,187,1.75,6536,15,7.8,1,consistency,1,1,0
890,69,female,82.8,158,2.72,12374,61,8.0,2,habits,2,0,1
891,78,female,61.7,145,2.14,9082,51,6.3,2,habits,1,0,1
892,91,male,56.9,159,1.24,4844,37,7.2,1,habits,1,1,1
893,87,female,67.1,166,2.32,18855,68,7.3,4,habits,3,0,1
894,20,male,92.2,192,2.46,28817,67,8.1,3,consistency,3,1,0
895,38,female,64.1,182,2.64,4262,22,8.5,1,habits,1,0,1
896,63,female,78.6,176,2.07,13941,50,5.8,2,habits,2,0,1
897,57,female,80.9,187,1.15,4018,22,6.0,1,consistency,1,0,0
898,56,female,76.6,146,2.44,21037,62,7.9,3,habits,3,0,1
899,17,other,89.1,198,2.08,6524,49,6.6,1,habits,1,2,1
900,82,male,59.4,144,2.93,17059,82,8.3,5,performance,3,1,2
901,38,female,54.3,150,3.24,24290,79,7.0,4,habits,3,0,1
902,80,male,54.1,154,2.91,14472,39,6.0,2,habits,2,1,1
903,31,male,67.8,142,1.98,16714,59,5.5,3,habits,2,1,1
904,96,male,55.8,197,2.37,17688,76,8.0,5,habits,3,1,1
905,32,female,72.2,144,1.67,25522,55,7.8,3,consistency,3,0,0
906,24,other,71.2,162,2.49,7107,27,8.1,1,habits,1,2,1
907,59,male,85.3,192,3.21,14004,43,7.5,2,consistency,2,1,0
908,13,male,74.4,176,2.38,24224,53,4.0,4,habits,3,1,1
909,26,female,63.8,148,2.23,16332,34,7.8,3,habits,2,0,1
910,76,male,76.2,154,3.43,28621,49,5.8,3,habits,3,1,1
911,50,male,54.5,142,2.95,21820,79,5.5,4,consistency,3,1,0
912,49,female,69.4,168,2.91,29761,73,5.4,4,performance,3,0,2
913,23,female,74.8,145,1.97,25032,61,5.4,5,consistency,3,0,0
914,89,other,71.9,156,2.48,7862,33,7.4,1,performance,1,2,2
915,15,male,76.2,165,1.75,29015,70,6.6,3,habits,3,1,1
916,45,male,60.3,160,1.61,19686,53,5.8,3,habits,2,1,1
917,18,female,87.3,147,2.36,29002,48,7.4,4,habits,3,0,1
918,62,female,97.3,160,1.99,25330,93,6.2,3,habits,3,0,1
919,22,female,46.0,196,1.84,6667,37,8.1,1,habits,1,0,1
920,17,female,51.8,150,1.59,19091,52,8.9,4,habits,2,0,1
921,35,male,70.6,177,3.07,15443,62,7.1,3,habits,2,1,1
922,22,female,66.2,147,2.79,4469,38,8.5,1,habits,1,0,1
923,56,male,98.4,181,0.84,8709,26,8.6,2,habits,1,1,1
924,14,male,73.3,163,2.68,4513,41,7.2,1,habits,1,1,1
925,25,female,90.9,174,1.63,10732,64,8.9,2,performance,2,0,2
926,52,male,40.0,194,2.6,4451,36,6.5,1,habits,1,1,1
927,14,male,82.2,153,2.15,11099,19,5.2,2,consistency,1,1,0
928,96,female,59.3,194,2.42,18037,65,5.7,3,consistency,2,0,0
929,77,male,59.0,153,2.27,26577,69,6.6,3,habits,3,1,1
930,75,female,66.3,149,3.25,26510,51,7.8,3,habits,3,0,1
931,85,male,48.6,151,1.73,15233,61,6.2,4,habits,2,1,1
932,29,female,76.6,177,2.63,14693,83,6.5,2,consistency,2,0,0
933,21,male,72.9,183,2.77,4612,30,5.9,1,habits,1,1,1
934,87,male,74.0,194,3.1,25222,53,6.7,4,habits,3,1,1
935,27,other,83.3,185,3.63,3555,40,8.4,1,habits,1,2,1
936,36,female,92.7,173,2.43,15386,88,7.9,5,performance,3,0,2
937,50,female,64.5,180,3.27,16634,77,6.8,4,habits,3,0,1
938,47,male,77.2,149,2.33,23110,22,8.5,3,consistency,2,1,0
939,61,female,74.4,197,3.66,19133,70,7.5,5,habits,3,0,1
940,81,female,75.7,156,1.99,6030,57,7.2,1,performance,1,0,2
941,74,female,75.9,156,1.93,8011,54,8.3,2,consistency,1,0,0
942,72,female,93.9,142,3.31,16967,41,7.0,3,habits,2,0,1
943,62,male,63.1,170,1.86,9748,68,8.1,2,performance,2,1,2
944,90,male,47.1,190,1.81,22284,94,8.3,5,consistency,3,1,0
945,87,female,59.5,140,1.64,3074,35,7.0,1,habits,1,0,1
946,21,male,81.4,151,2.83,20145,73,5.9,3,habits,3,1,1
947,46,male,70.3,178,3.37,20767,89,7.3,3,consistency,3,1,0
948,88,female,63.0,143,2.48,23753,44,8.4,3,performance,3,0,2
949,47,female,53.9,181,3.12,13774,58,8.0,2,consistency,2,0,0
950,13,female,73.3,152,1.25,8179,79,8.9,2,consistency,1,0,0
951,52,female,79.7,173,2.29,25121,79,6.9,4,consistency,3,0,0
952,76,female,74.6,181,1.8,4790,28,7.9,1,habits,1,0,1
953,34,male,66.2,160,2.52,28092,73,6.4,4,consistency,3,1,0
954,72,male,72.2,161,2.46,29489,80,7.5,3,habits,3,1,1
955,76,male,72.1,196,3.08,17779,54,8.5,4,performance,3,1,2
956,84,male,72.8,143,2.09,24867,59,8.2,3,consistency,3,1,0
957,23,female,52.2,157,2.3,8886,46,7.3,2,consistency,1,0,0
958,26,male,73.0,144,2.37,21192,50,7.0,3,habits,2,1,1
959,72,male,63.4,158,1.95,16677,73,6.4,4,habits,2,1,1
960,42,male,85.6,141,2.12,13285,48,7.0,2,habits,2,1,1
961,47,male,72.0,151,2.7,26938,89,6.2,5,consistency,3,1,0
962,97,male,82.5,156,2.08,9519,67,6.9,2,consistency,2,1,0
963,49,male,65.5,149,2.02,6286,20,5.3,1,habits,1,1,1
964,17,male,66.0,173,2.25,14856,51,5.9,2,consistency,2,1,0
965,95,male,92.4,145,2.5,22211,79,8.4,5,performance,3,1,2
966,90,male,76.5,147,3.09,14457,53,7.9,2,habits,2,1,1
967,38,female,59.3,190,1.78,18841,69,7.1,4,habits,3,0,1
968,74,male,83.5,150,2.1,22098,55,7.5,4,consistency,3,1,0
969,16,male,62.0,196,4.15,13054,71,7.4,2,consistency,2,1,0
970,54,female,73.4,151,1.27,4070,68,7.6,1,consistency,1,0,0
971,30,male,97.6,148,1.45,29097,68,7.7,3,consistency,3,1,0
972,52,female,48.5,141,2.71,11976,58,5.9,2,performance,2,0,2
973,84,female,67.4,147,1.15,15594,71,5.0,4,habits,2,0,1
974,51,male,76.1,197,2.04,8338,64,6.2,2,habits,1,1,1
975,26,female,81.5,150,3.7,9516,13,7.0,2,habits,1,0,1
976,44,male,51.4,199,1.52,27288,69,8.4,4,habits,3,1,1
977,63,female,47.0,192,0.81,11582,41,7.4,2,habits,1,0,1
978,50,male,86.4,175,1.15,14509,52,7.7,2,habits,2,1,1
979,35,female,59.2,149,2.83,13491,66,6.3,2,performance,2,0,2
980,75,male,58.6,160,2.99,8914,50,7.1,2,performance,2,1,2
981,27,female,93.3,159,2.04,19766,54,7.4,3,habits,2,0,1
982,37,female,71.0,187,3.08,18358,48,6.6,4,consistency,3,0,0
983,29,male,71.1,147,3.17,12570,48,6.1,2,consistency,2,1,0
984,78,male,67.3,175,3.65,24793,70,7.1,3,performance,3,1,2
985,90,female,51.6,168,2.23,15914,47,8.0,3,consistency,2,0,0
986,65,female,80.1,181,0.59,9483,19,6.3,2,habits,1,0,1
987,63,male,76.1,151,1.63,10074,84,7.0,2,consistency,2,1,0
988,51,female,72.5,153,2.5,22625,85,8.9,5,consistency,3,0,0
989,63,other,68.3,187,2.22,15094,56,6.8,3,consistency,2,2,0
990,82,female,65.6,193,2.27,23684,80,7.3,3,performance,3,0,2
991,18,male,83.7,189,3.18,18069,62,7.2,3,performance,2,1,2
992,79,female,67.9,160,2.89,3679,59,6.9,1,consistency,1,0,0
993,19,male,69.0,161,2.28,16046,78,9.0,3,consistency,2,1,0
994,63,other,77.9,160,3.17,17803,40,7.6,3,performance,2,2,2
995,84,female,73.1,183,2.65,20334,66,5.7,3,habits,3,0,1
996,54,male,94.6,189,2.25,13470,75,8.7,2,habits,2,1,1
997,76,female,43.6,169,2.63,6126,25,7.4,1,habits,1,0,1
998,27,male,74.5,178,2.05,3683,25,6.7,1,performance,1,1,2
999,41,other,59.4,159,4.24,28142,67,8.8,5,consistency,3,2,0
1000,45,other,55.9,163,1.19,8981,63,6.4,2,habits,1,2,1
1001,39,female,63.1,162,1.84,10476,54,8.9,2,performance,2,0,2
1002,48,male,70.8,146,1.91,6280,10,7.2,1,consistency,1,1,0
1003,41,female,71.5,148,2.31,4033,45,8.1,1,performance,1,0,2
1004,50,male,47.2,140,3.29,23486,56,10.0,3,habits,3,1,1
1005,69,male,61.9,165,2.38,16143,58,7.5,3,consistency,2,1,0
1006,39,female,74.2,177,1.4,15455,47,7.2,3,consistency,2,0,0
1007,67,male,56.8,177,2.79,10126,55,6.1,2,consistency,2,1,0
1008,45,male,53.3,193,2.93,23360,75,7.2,3,consistency,3,1,0
1009,80,other,40.0,183,0.64,6205,30,6.1,1,performance,1,2,2
1010,98,male,60.1,161,2.0,5882,14,6.9,1,habits,1,1,1
1011,78,male,52.8,183,1.09,10591,45,10.0,2,performance,1,1,2
1012,22,female,55.2,149,1.73,9473,61,7.3,2,habits,2,0,1
1013,17,male,65.9,194,1.57,10521,43,6.6,2,habits,1,1,1
1014,86,female,61.0,197,2.97,20817,37,7.1,3,habits,2,0,1
1015,50,other,52.5,145,2.48,20380,71,6.9,3,habits,3,2,1
1016,25,female,40.0,156,1.7,21374,91,8.4,4,habits,3,0,1
1017,43,female,74.5,190,2.82,8609,50,7.1,2,performance,2,0,2
1018,59,male,81.3,189,1.0,4091,15,8.7,1,consistency,1,1,0
1019,64,male,64.0,177,2.43,10531,45,6.9,2,habits,2,1,1
1020,68,female,66.0,163,2.23,16320,82,7.2,5,consistency,3,0,0
1021,27,female,70.0,190,2.14,22123,47,6.4,3,habits,3,0,1
1022,41,female,93.7,149,2.75,21153,68,6.9,3,habits,3,0,1
1023,20,male,46.5,195,2.37,7944,26,5.4,1,consistency,1,1,0
1024,17,male,63.8,147,3.34,26075,60,5.2,3,consistency,3,1,0
1025,41,male,44.2,160,1.94,3236,36,7.7,1,consistency,1,1,0
1026,59,female,75.4,195,2.61,25317,69,5.6,3,habits,3,0,1
1027,80,male,67.8,145,2.49,26688,79,7.9,5,consistency,3,1,0
1028,88,female,73.0,160,2.93,25432,77,7.0,5,consistency,3,0,0
1029,57,female,72.3,196,2.71,15400,47,8.2,3,performance,2,0,2
1030,14,male,84.9,178,2.13,14227,50,5.5,2,habits,2,1,1
1031,39,female,78.1,163,1.54,21042,76,8.1,5,consistency,3,0,0
1032,48,male,82.5,172,2.63,29598,46,7.6,3,consistency,3,1,0
1033,48,female,54.0,198,2.26,4032,42,7.5,1,performance,1,0,2
1034,38,female,87.9,157,1.72,10118,55,8.3,2,habits,2,0,1
1035,55,female,59.2,195,1.3,10567,44,7.3,2,consistency,1,0,0
1036,39,female,60.0,167,3.23,9992,63,4.8,2,habits,2,0,1
1037,81,male,74.1,196,2.54,13008,53,7.6,2,consistency,2,1,0
1038,32,male,74.5,191,2.24,25498,40,7.6,3,habits,3,1,1
1039,23,female,53.9,171,1.4,13164,70,7.0,2,habits,2,0,1
1040,86,male,67.4,151,1.42,7942,51,6.3,1,consistency,1,1,0
1041,50,male,92.3,187,3.31,28833,75,6.9,3,habits,3,1,1
1042,18,male,48.0,181,2.7,16824,76,8.9,4,habits,3,1,1
1043,84,female,92.3,166,2.01,27077,24,6.4,3,habits,3,0,1
1044,35,male,66.4,149,2.56,9573,66,5.5,2,habits,2,1,1
1045,59,female,40.0,185,2.23,27549,80,6.0,5,performance,3,0,2
1046,58,other,49.5,196,3.85,25113,85,7.5,5,consistency,3,2,0
1047,24,male,55.5,191,3.15,9766,58,8.9,2,performance,2,1,2
1048,25,male,60.6,181,1.67,3061,69,9.3,1,habits,1,1,1
1049,74,male,68.4,171,1.96,28152,51,8.0,3,performance,3,1,2
1050,94,female,40.0,181,0.77,22868,62,6.4,4,habits,3,0,1
1051,72,male,72.8,165,1.76,22619,67,6.6,5,consistency,3,1,0
1052,55,male,54.2,164,1.66,22418,53,8.3,4,habits,3,1,1
1053,88,male,90.9,150,2.49,17371,44,8.6,3,consistency,2,1,0
1054,80,female,65.9,162,2.17,22068,32,6.7,3,consistency,2,0,0
1055,17,male,84.1,173,1.06,4300,46,8.5,1,habits,1,1,1
1056,49,female,86.7,196,2.0,10490,79,7.0,2,habits,2,0,1
1057,84,female,86.2,191,2.55,8725,80,7.9,2,consistency,2,0,0
1058,43,male,61.5,179,2.77,22803,47,8.4,3,habits,3,1,1
1059,21,female,61.3,162,1.07,26859,55,5.8,3,habits,3,0,1
1060,63,male,66.6,168,2.31,22464,78,7.8,3,habits,3,1,1
1061,41,female,79.5,170,1.23,13987,56,8.6,2,consistency,2,0,0
1062,90,female,62.3,146,3.03,28548,62,6.7,3,performance,3,0,2
1063,52,female,68.2,179,2.55,7882,36,6.0,1,habits,1,0,1
1064,53,male,74.1,172,1.57,10887,67,7.7,2,habits,2,1,1
1065,98,male,56.4,160,2.06,19312,53,7.5,4,performance,3,1,2
1066,23,male,55.5,141,2.08,23000,67,7.0,3,consistency,3,1,0
1067,35,male,67.6,157,1.22,24461,85,7.5,5,habits,3,1,1
1068,13,male,69.6,186,2.44,11976,50,5.5,2,performance,2,1,2
1069,58,male,76.5,172,2.01,14013,61,7.6,2,habits,2,1,1
1070,33,male,80.1,176,2.88,8704,50,8.8,2,habits,2,1,1
1071,48,male,53.5,173,1.43,13452,41,6.5,2,performance,2,1,2
1072,66,female,57.8,159,2.17,29197,71,6.6,4,performance,3,0,2
1073,99,male,55.4,174,1.35,29372,36,7.5,3,habits,3,1,1
1074,69,male,91.2,190,1.9,25970,79,10.0,4,habits,3,1,1
1075,13,male,68.2,189,1.37,11681,63,8.3,2,habits,2,1,1
1076,75,male,70.2,193,3.3,20153,60,7.3,4,habits,3,1,1
1077,66,other,70.9,157,1.51,4740,26,7.1,1,habits,1,2,1
1078,67,male,59.3,185,2.69,16602,60,8.6,4,habits,2,1,1
1079,52,female,93.5,163,1.93,9845,49,6.3,2,performance,1,0,2
1080,27,other,76.2,147,1.31,12654,53,7.8,2,performance,2,2,2
1081,33,female,70.6,169,2.28,24047,84,6.2,3,consistency,3,0,0
1082,59,female,53.4,183,3.22,22319,102,8.4,5,consistency,3,0,0
1083,85,female,52.6,192,1.15,3961,52,6.8,1,habits,1,0,1
1084,65,other,65.4,149,2.77,13694,51,7.4,2,habits,2,2,1
1085,21,female,59.5,162,2.01,17648,56,7.0,4,habits,2,0,1
1086,86,female,54.0,191,1.86,9370,75,7.9,2,consistency,2,0,0
1087,64,female,64.4,188,2.37,3374,36,6.9,1,habits,1,0,1
1088,69,female,66.8,150,1.74,9636,54,9.4,2,performance,1,0,2
1089,38,female,72.1,141,2.23,14180,59,8.6,2,consistency,2,0,0
1090,53,male,62.4,197,2.58,17481,80,6.2,5,habits,3,1,1
1091,47,male,54.9,165,2.69,16820,87,7.6,4,habits,3,1,1
1092,75,male,55.4,175,0.73,28129,66,8.0,3,consistency,3,1,0
1093,37,male,88.2,172,1.52,25271,94,7.0,5,performance,3,1,2
1094,87,male,51.2,186,2.63,13147,56,8.4,2,consistency,2,1,0
1095,50,male,75.4,152,2.73,7589,39,8.2,1,habits,1,1,1
1096,14,female,77.8,179,1.56,14515,51,7.1,2,consistency,2,0,0
1097,19,male,68.2,164,2.03,8831,49,8.2,2,habits,1,1,1
1098,94,female,96.5,143,2.21,7841,20,4.7,1,performance,1,0,2
1099,46,male,77.5,181,3.29,26149,64,8.9,5,consistency,3,1,0
1100,29,male,97.6,158,1.18,18651,81,8.3,4,consistency,3,1,0
1101,55,female,60.2,157,1.58,10125,31,6.1,2,habits,1,0,1
1102,71,female,60.5,176,2.17,25131,53,7.6,3,consistency,3,0,0
1103,63,male,77.9,169,2.89,22707,44,5.3,3,habits,3,1,1
1104,66,female,66.1,158,4.55,23461,73,6.7,5,habits,3,0,1
1105,36,female,95.3,197,2.44,23107,67,8.5,4,habits,3,0,1
1106,37,male,75.1,162,1.42,21881,53,7.3,3,performance,2,1,2
1107,83,male,54.3,198,2.88,21220,48,7.3,4,consistency,3,1,0
1108,64,other,43.9,193,3.32,19830,57,7.3,3,habits,3,2,1
1109,82,female,68.8,155,2.48,27256,45,7.2,3,performance,3,0,2
1110,45,female,68.7,140,1.37,4851,30,8.1,1,habits,1,0,1
1111,61,female,74.7,151,2.67,6541,51,6.5,1,habits,1,0,1
1112,41,male,88.2,163,2.86,29619,74,7.7,3,habits,3,1,1
1113,75,male,86.2,173,1.48,9909,30,6.1,2,consistency,1,1,0
1114,34,male,61.3,192,2.27,3506,63,7.8,1,consistency,1,1,0
1115,38,female,50.6,196,3.1,29879,52,7.0,3,habits,3,0,1
1116,40,female,51.5,147,2.83,3020,30,7.1,1,consistency,1,0,0
1117,97,female,58.9,157,2.35,24371,46,6.9,3,habits,3,0,1
1118,61,male,64.5,196,2.15,29585,60,7.1,3,consistency,3,1,0
1119,83,male,74.6,187,3.66,25334,109,6.5,5,habits,3,1,1
1120,93,female,58.0,144,1.35,10510,26,7.5,2,consistency,1,0,0
1121,96,female,74.2,165,2.31,3336,9,7.7,1,consistency,1,0,0
1122,61,female,75.4,169,1.44,28270,64,6.0,3,consistency,3,0,0
1123,32,male,72.2,193,3.35,21476,78,6.8,4,habits,3,1,1
1124,98,female,53.1,152,2.62,20942,80,7.5,5,consistency,3,0,0
1125,75,male,77.0,158,3.09,10291,58,6.6,2,habits,2,1,1
1126,73,female,101.2,168,2.54,13467,33,7.0,2,performance,2,0,2
1127,61,male,73.7,142,1.94,17693,65,9.1,5,habits,3,1,1
1128,83,female,40.0,165,3.0,7057,41,6.1,1,habits,1,0,1
1129,13,male,88.6,179,3.49,19089,86,5.0,3,consistency,3,1,0
1130,25,female,59.5,198,2.82,13786,58,6.6,2,consistency,2,0,0
1131,99,male,104.0,197,1.47,7270,49,6.8,1,habits,1,1,1
1132,63,male,71.7,197,1.99,11240,33,6.7,2,performance,1,1,2
1133,68,male,44.7,151,2.3,11491,56,7.5,2,performance,2,1,2
1134,95,male,40.0,141,1.91,19942,42,6.3,3,consistency,2,1,0
1135,74,male,93.1,150,3.98,29651,106,6.3,5,habits,3,1,1
1136,44,female,86.6,183,2.3,11392,34,6.5,2,consistency,2,0,0
1137,42,male,103.4,167,0.71,21953,58,6.7,4,habits,3,1,1
1138,41,female,70.2,157,2.24,4420,17,9.2,1,habits,1,0,1
1139,61,female,69.2,152,2.16,25999,61,8.9,3,performance,3,0,2
1140,57,female,64.3,176,1.95,6377,40,5.4,1,performance,1,0,2
1141,42,male,60.1,161,2.54,22120,102,5.6,5,performance,3,1,2
1142,28,male,64.1,151,3.16,20702,81,7.3,4,habits,3,1,1
1143,52,female,73.3,141,3.18,23347,48,9.2,3,habits,3,0,1
1144,31,other,57.3,176,2.8,17661,83,8.1,4,habits,3,2,1
1145,30,male,45.0,146,2.16,22180,41,7.3,3,habits,2,1,1
1146,13,male,72.4,165,2.77,21651,69,7.0,5,habits,3,1,1
